run,job_id,account,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,seed,epochs_done,epochs_requested,best_test,final_test,final_train,collapsed,node,wallclock_min,provenance,dup_group,superseded,ep_to_85,ep_to_88,ep_to_90,plateau,ep_in_band_90
ad-l-r007_s2,4681649,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.07,2,100,100,93.55,93.45,99.82,0,node880,30,env,,0,35,39,42,93.305,4
ad-l-r01_s2,4681150,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,2,100,100,92.91,92.88,99.86,0,node885,31,env,,0,32,38,40,92.673,5
mx-a1e4-add-s2,4682936,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,2,100,100,92.96,92.65,99.44,0,node880,30,env,,0,26,28,29,92.667,2
ad-l-r02_s2,4681160,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.2,2,100,100,91.63,91.63,99.64,0,node885,31,env,,0,32,36,46,91.269,35
zad-r0_s2,4683241,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,2,100,100,92.73,92.61,97.8,0,node858,71,env,,0,36,38,42,92.361,6
zad-r1_s2,4683239,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,1,2,100,100,91.39,91.12,99.67,0,node858,71,env,,0,28,36,56,90.877,47
zad-r007_s2,4683240,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.07,2,100,100,93.24,92.97,99.84,0,node851,78,env,,0,34,38,41,92.94,5
ad-l-r03_s2,4681162,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.3,2,100,100,91.3,91.3,99.67,0,node880,30,env,,0,30,36,58,90.874,48
ad-l-r003_s2,4681149,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,2,100,100,92.84,92.73,98.9,0,node881,30,env,,0,38,38,41,92.498,5
hs-l-lam01_s2,4680965,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,2,100,100,92.5,92.35,97.76,0,node886,31,env,,0,36,38,41,92.201,7
mx-a1e4-layer-s3,4682938,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,3,100,100,91.23,91.14,99.78,0,node851,76,env,,0,20,29,50,90.868,55
ad-l-r003_s3,4681151,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,3,100,100,92.84,92.42,98.92,0,node885,30,env,,0,36,40,40,92.508,2
ad-l-r007_s3,4681790,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.07,3,100,100,93.29,93.22,99.84,0,node880,32,env,,0,34,38,41,93.088,3
mx-a1e3-layer-s3,4682953,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,3,100,100,91.43,91.43,99.86,0,node859,71,env,,0,16,25,41,91.111,46
mx-a1e4-add-s3,4682939,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,3,100,100,93.02,92.58,99.48,0,node859,75,env,,0,25,26,29,92.727,2
h2A-l-plain_s3,4680972,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,3,100,100,90.57,90.16,99.7,0,node886,30,env,,0,16,29,61,90.191,60
mx-a1e3-add-s3,4682954,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,3,100,100,92.45,91.95,98.84,0,node881,30,env,,0,17,20,21,91.953,7
h2A-l-L0p1_s3,4680970,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,3,100,100,92.28,91.44,98.06,0,node881,30,env,,0,16,17,21,91.837,18
h2-base_s3,4680968,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,3,100,100,90.74,90.46,99.59,0,node887,31,env,,0,30,40,55,90.419,53
ad-l-r005_s3,4681645,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.05,3,100,100,93.47,93.02,99.63,0,node886,31,env,,0,36,39,42,92.958,3
ad-l-r01_s3,4681152,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,3,100,100,92.8,92.48,99.89,0,node881,31,env,,0,32,37,39,92.543,4
hs-l-lam01_s3,4680966,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,3,100,100,92.65,92.11,97.79,0,node885,31,env,,0,36,39,41,92.349,5
mx-a1e3-layer-s4,4682956,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,4,100,100,91.03,90.92,99.87,0,node851,77,env,,0,15,25,37,90.713,67
mx-a1e4-layer-s4,4682941,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,4,100,100,90.79,90.69,99.82,0,node880,30,env,,0,20,29,57,90.462,57
ad-l-r003_s4,4681153,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,4,100,100,93.12,92.59,98.95,0,node880,31,env,,0,35,39,41,92.765,4
hs-l-lam01_s4,4680967,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,4,100,100,92.57,92.03,97.64,0,node887,31,env,,0,35,38,42,92.296,7
ad-l-r01_s4,4681154,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,4,100,100,92.56,92.31,99.88,0,node882,31,env,,0,34,38,42,92.296,8
mx-a1e3-add-s4,4682957,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,4,100,100,92.57,92.16,98.58,0,node858,71,env,,0,19,19,22,92.127,4
h2-base_s4,4680969,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,4,100,100,91.04,90.62,99.66,0,node882,31,env,,0,31,34,63,90.465,48
mx-a1e4-add-s4,4682942,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,4,100,100,93.07,92.67,99.47,0,node868,38,env,,0,25,27,29,92.783,1
h2A-l-L0p1_s4,4680971,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,4,100,100,92.47,92.19,97.84,0,node881,30,env,,0,15,16,18,92.175,15
h2A-l-plain_s4,4680973,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,4,100,100,90.77,90.6,99.79,0,node881,30,env,,0,15,28,67,90.191,59
ad-l-r005_s4,4681646,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.05,4,100,100,93.51,92.9,99.61,0,node881,30,env,,0,35,39,42,93.188,5
ad-l-r007_s4,4681791,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.07,4,100,100,93.36,93.01,99.88,0,node885,31,env,,0,35,39,42,93.051,6
gp-node-r0-s0,4685191,s5014158,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,0,100,100,92.52,92.52,97.5,0,node851,93,env,,0,50,60,64,91.984,13
gp-node-r006-s0,4685197,s5014158,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,0,100,100,93.34,93.3,99.55,0,node881,45,env,,0,50,53,63,92.752,8
p2-node-L1p0,4681050,s5014158,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,1.0,na,0,20,20,33.03,33.03,31.56,0,node887,9,env,,0,,,,18.766,0
gp-node-r02-s0,4685203,s5014158,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.2,0,100,100,92.41,92.4,99.73,0,node858,88,env,,0,43,51,57,92.006,23
gp-node-r003-s0,4685194,s5014158,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,0,100,100,93.14,92.63,98.32,0,node885,45,env,,0,52,56,64,92.67,8
gp-node-r1-s0,4685206,s5014158,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,1,0,100,100,92.17,91.95,99.85,0,node887,44,env,,0,30,35,44,91.883,16
gp-node-r01-s0,4685200,s5014158,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,0,100,100,93.14,93.13,99.77,0,node851,93,env,,0,49,56,57,92.631,14
gp-node-r0-s1,4685192,s5014158,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,1,100,100,92.72,92.05,97.4,0,node859,87,env,,0,48,58,69,92.086,14
gp-node-r003-s1,4685195,s5014158,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,1,100,100,93.07,92.93,98.45,0,node887,44,env,,0,49,56,62,92.581,10
gp-node-r01-s1,4685201,s5014158,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,1,100,100,93.36,93.25,99.76,0,node887,44,env,,0,46,55,61,92.777,11
gp-node-r1-s1,4685207,s5014158,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,1,1,100,100,91.81,91.59,99.67,0,node887,44,env,,0,30,36,47,91.549,26
gp-node-r02-s1,4685204,s5014158,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.2,1,100,100,92.46,92.33,99.59,0,node859,87,env,,0,43,52,61,91.921,14
gp-node-r006-s1,4685198,s5014158,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,1,100,100,93.36,93.36,99.48,0,node858,87,env,,0,46,53,61,92.848,8
gp-node-r006-s2,4685199,s5014158,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,2,100,100,93.41,92.89,99.47,0,node858,87,env,,0,49,56,64,92.791,9
gp-node-r003-s2,4685196,s5014158,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,2,100,100,93.05,92.51,98.36,0,node887,44,env,,0,52,58,64,92.492,12
gp-node-r01-s2,4685202,s5014158,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,2,100,100,92.97,92.74,99.66,0,node858,88,env,,0,49,58,61,92.411,12
gp-node-r0-s2,4685193,s5014158,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,2,100,100,92.59,92.18,97.68,0,node858,87,env,,0,50,60,69,91.881,12
gp-node-r02-s2,4685205,s5014158,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.2,2,100,100,92.39,92.27,99.59,0,node885,45,env,,0,45,53,60,91.818,18
gp-node-r1-s2,4685208,s5014158,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,1,2,100,100,91.81,91.8,99.78,0,node851,93,env,,0,30,36,47,91.538,29
a0A-blk6-1e6_s0,4680915,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,91.3,90.92,99.04,0,node851,85,env,,0,15,20,31,90.916,75
gp-blk6-r0-s0,4685227,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,0,100,100,92.04,91.77,99.39,0,node858,84,env,,0,31,41,49,91.655,18
a0A-blk6-1e4_s0,4680903,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Adam,1e-3,1e-4,1,1,-15:-2.3026,,na,na,0,100,100,91.42,91.22,99.16,0,node851,85,env,,0,13,19,29,91.216,44
g4-sgdmLion-blk6_s0,4680739,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,91.82,91.73,99.06,0,node851,85,env,,0,29,35,42,91.528,21
gp-blk6-r02-s0,4685233,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.2,0,100,100,91.6,91.58,99.37,0,node858,85,env,,0,31,38,48,91.439,19
gp-blk6-r1-s0,4685236,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,1,0,92,100,91.92,91.77,98.85,0,node859,,env,,0,30,36,44,91.608,16
p2-blk6-L1p0,4681048,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,1.0,na,0,20,20,68.45,68.45,66.63,0,node881,8,env,,0,,,,31.783,0
a0A-blk6-1e3_s0,4680899,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,91.5,91.21,99.1,0,node851,84,env,,0,14,18,30,91.265,44
g4-sgdmAdam-blk6_s0,4680741,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,91.06,90.83,99.05,0,node885,42,env,,0,15,19,33,90.786,76
gp-blk6-r006-s0,4685230,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,0,100,100,91.84,91.46,99.44,0,node859,84,env,,0,32,38,50,91.49,24
gp-blk6-r1-s1,4685237,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,1,1,100,100,91.38,91.01,99.02,0,node883,41,env,,0,30,36,43,91.12,39
g4-sgdmAdam-blk6_s1,4680746,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,90.82,90.66,99.11,0,node880,42,env,,0,16,21,41,90.519,72
a0A-blk6-1e4_s1,4680911,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Adam,1e-3,1e-4,1,1,-15:-2.3026,,na,na,1,100,100,91.24,91.02,99.35,0,node858,84,env,,0,15,21,31,90.958,65
gp-blk6-r006-s1,4685231,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,1,100,100,92.03,91.99,99.53,0,node882,42,env,,0,31,40,50,91.74,17
a0A-blk6-1e3_s1,4680907,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,91.22,90.94,99.28,0,node851,85,env,,0,15,20,30,90.993,69
gp-blk6-r02-s1,4685234,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.2,1,100,100,91.68,91.5,99.45,0,node858,85,env,,0,30,39,47,91.508,20
gp-blk6-r0-s1,4685228,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,1,100,100,92.1,91.91,99.38,0,node883,41,env,,0,30,41,50,91.797,19
g4-sgdmLion-blk6_s1,4680744,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,91.53,91.18,99.05,0,node851,88,env,,0,30,36,45,91.22,33
gp-blk6-r02-s2,4685235,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.2,2,100,100,91.8,91.62,99.39,0,node881,42,env,,0,30,39,52,91.515,18
gp-blk6-r006-s2,4685232,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,2,100,100,91.68,91.68,99.42,0,node851,85,env,,0,32,39,46,91.273,32
gp-blk6-r0-s2,4685229,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,2,100,100,92.06,92.06,99.38,0,node881,42,env,,0,32,41,49,91.737,21
g4-sgdmAdam-blk6_s2,4680751,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,90.95,90.95,99.13,0,node882,42,env,,0,15,21,52,90.624,74
gp-blk6-r1-s2,4685238,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,1,2,100,100,91.68,91.68,99.12,0,node885,42,env,,0,30,38,45,91.355,31
g4-sgdmLion-blk6_s2,4680749,s5014158,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,91.56,91.35,99.16,0,node851,85,env,,0,30,38,45,91.136,34
a0A-scal-1e6_s0,4680914,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,88.46,88.04,94.12,0,node851,91,env,,0,24,68,,88.233,0
g4-sgdmLion-scal_s0,4680738,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,88.0,87.67,93.54,0,node859,93,env,,0,39,96,,87.657,0
z3-ref-scalar,4681223,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,84.08,83.95,86.0,0,node859,18,env,,0,,,,71.977,0
p2-scal,4681047,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,20,20,70.73,70.73,70.31,0,node880,8,env,,0,,,,32.475,0
a0A-scal-1e4_s0,4680902,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Adam,1e-3,1e-4,1,1,-15:-2.3026,,na,na,0,100,100,88.15,88.15,94.0,0,node851,91,env,,0,24,94,,87.897,0
g4-sgdmAdam-scal_s0,4680740,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,88.12,87.62,94.18,0,node886,42,env,,0,23,69,,87.882,0
mx-a1e3-scal-s0,4682943,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,87.8,87.66,93.8,0,node866,47,env,,0,24,,,87.635,0
mx-a1e4-scal-s0,4682928,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,0,100,100,87.68,87.59,93.79,0,node880,42,env,,0,28,,,87.546,0
a0A-scal-1e3_s0,4680898,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,88.24,88.08,93.79,0,node859,92,env,,0,24,83,,87.974,0
a0A-scal-1e3_s1,4680906,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,87.88,87.68,94.21,0,node859,93,env,,0,26,,,87.632,0
mx-a1e4-scal-s1,4682931,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,1,100,100,88.0,87.73,94.25,0,node882,42,env,,0,26,93,,87.759,0
a0A-scal-1e4_s1,4680910,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Adam,1e-3,1e-4,1,1,-15:-2.3026,,na,na,1,100,100,87.94,87.9,94.14,0,node858,91,env,,0,25,,,87.654,0
g4-sgdmAdam-scal_s1,4680745,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,20.89,20.89,20.38,0,node885,42,env,,0,,,,20.47,0
mx-a1e3-scal-s1,4682946,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,88.15,88.07,94.19,0,node866,50,env,,0,23,86,,87.869,0
g4-sgdmLion-scal_s1,4680743,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,88.05,88.05,94.02,0,node851,91,env,,0,36,100,,87.758,0
mx-a1e4-scal-s2,4682934,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,2,100,100,88.12,88.04,94.26,0,node883,42,env,,0,27,79,,87.944,0
mx-a1e3-scal-s2,4682949,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,87.82,87.74,93.91,0,node881,42,env,,0,26,,,87.632,0
g4-sgdmLion-scal_s2,4680748,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,88.46,87.94,93.79,0,node851,91,env,,0,37,75,,88.027,0
g4-sgdmAdam-scal_s2,4680750,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,86.78,86.78,91.22,0,node882,42,env,,0,78,,,86.017,0
mx-a1e4-scal-s3,4682937,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,3,100,100,87.46,87.43,93.61,0,node882,42,env,,0,28,,,87.179,0
mx-a1e3-scal-s3,4682952,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,3,100,100,87.61,87.4,94.14,0,node859,93,env,,0,30,,,87.284,0
mx-a1e4-scal-s4,4682940,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,4,100,100,87.96,87.73,93.96,0,node851,90,env,,0,32,,,87.599,0
mx-a1e3-scal-s4,4682955,s5014158,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,4,100,100,87.8,87.5,93.88,0,node851,93,env,,0,30,,,87.465,0
zsx-w-r05_s0,4681816,s5014158,ResNet18,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.5,0,100,100,88.2,87.66,94.1,0,node851,89,env,,0,39,92,,87.704,0
zsx-w-r1_s0,4681820,s5014158,ResNet18,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,1,0,100,100,79.66,79.66,82.13,0,node851,87,env,,0,,,,78.063,0
p2-w-L1p0,4681051,s5014158,ResNet18,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,1.0,na,0,20,20,14.8,14.8,15.5,0,node887,9,env,,0,,,,13.61,0
zsx-w-r03_s0,4681814,s5014158,ResNet18,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.3,0,100,100,88.07,87.92,93.96,0,node851,94,env,,0,39,92,,87.854,0
zsx-w-r0_s0,4681810,s5014158,ResNet18,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0,0,100,100,88.04,87.93,93.55,0,node851,89,env,,0,39,92,,87.794,0
zsx-w-r01_s0,4681812,s5014158,ResNet18,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.1,0,100,100,88.38,87.86,93.64,0,node859,88,env,,0,37,78,,87.921,0
zsx-w-r07_s0,4681818,s5014158,ResNet18,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.7,0,100,100,88.72,88.19,94.81,0,node859,87,env,,0,38,71,,88.281,0
gp-w-r0-s0,4685209,s5014158,ResNet18,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,0,100,100,46.41,46.41,45.12,0,node887,47,env,,0,,,,42.619,0
zrn-w-r07_s0,4682644,s5014158,ResNet18,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.7,0,100,100,88.53,88.11,94.64,0,node851,90,env,,0,39,78,,88.114,0
z3-w-r0,4681228,s5014158,ResNet18,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,zpool,na,0,0,20,20,84.32,84.32,86.1,0,node851,18,env,,0,,,,71.984,0
zrn-w-r1_s0,4682652,s5014158,ResNet18,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,1,0,100,100,79.71,79.71,82.09,0,node858,82,env,,0,,,,78.079,0
zrn-w-r095_s0,4682648,s5014158,ResNet18,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.95,0,100,100,89.26,88.79,97.11,0,node859,87,env,,0,36,55,,88.806,7
