run,job_id,account,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,seed,epochs_done,epochs_requested,best_test,final_test,final_train,collapsed,node,wallclock_min,provenance,dup_group,superseded,ep_to_85,ep_to_88,ep_to_90,plateau,ep_in_band_90
m1a3-r01-s2,4683576,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.1,2,100,100,92.69,92.63,99.43,0,node885,30,env,,0,17,19,21,92.534,3
h2-base_s2,4680790,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,91.09,90.61,99.64,0,node881,31,env,,0,28,35,57,90.687,52
dc-sg-a1e3-s2,4683415,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,2,100,100,92.71,91.76,98.87,0,node881,31,env,,0,17,19,22,92.116,4
sc-ResNet18-add-s2,4683097,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,2,100,100,93.51,93.05,99.71,0,node883,30,env,,0,36,40,41,93.161,4
dc-sg-a1e4-s2,4683416,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,2,100,100,93.1,92.77,99.49,0,node885,30,env,,0,26,27,29,92.756,1
sc-ResNet18-layer-s2,4683096,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,90.98,90.79,99.72,0,node881,31,env,,0,28,36,58,90.641,54
mx_sig_layerwise_s2,4682861,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,91.34,90.9,99.62,0,node858,72,env,,0,29,35,52,90.934,45
h2-lam03_s2,4680789,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.3,na,2,100,100,92.32,92.19,97.82,0,node880,30,env,,0,36,38,41,92.075,7
zsw-l-r01_s2,4681700,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.1,2,100,100,90.24,90.24,98.92,0,node880,30,env,,0,34,52,98,89.65,30
h2-l-L0p01_s2,4680691,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.01,na,2,100,100,92.9,92.9,98.07,0,node880,30,env,,0,37,38,41,92.604,5
adg-A-r003_s2,4681173,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,2,100,100,91.79,91.57,99.79,0,node881,31,env,,0,16,24,33,91.441,48
adg-A-r01_s2,4681174,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,2,100,100,91.26,90.83,99.71,0,node881,31,env,,0,15,33,51,90.836,54
h2-l-L0p5_s2,4680692,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.5,na,2,100,100,92.36,92.26,97.8,0,node881,31,env,,0,37,38,42,92.049,9
zsw-l-r0_s2,4681698,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0,2,100,100,88.1,88.1,93.89,0,node887,31,env,,0,38,99,,87.766,0
zsw-l-r05_s2,4681704,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.5,2,100,100,89.76,89.71,99.05,0,node881,31,env,,0,32,49,,89.326,25
zsw-l-r03_s2,4681702,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.3,2,100,100,90.33,90.07,99.24,0,node880,31,env,,0,32,53,92,89.761,30
g3_sgdmAdam_layer_s2,4679444,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,?,none,,na,na,2,100,100,90.53,90.12,99.74,0,node881,31,inferred,,0,16,24,66,90.152,62
zsw-l-r07_s2,4681706,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.7,2,100,100,89.67,89.1,99.05,0,node885,31,env,,0,32,53,,89.164,20
mx-add-r005-s2,4682875,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.05,2,100,100,93.21,92.86,99.53,0,node887,31,env,,0,36,38,42,92.803,4
d4_clipL_s2,4679611,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,?,-15:-2.3026,,na,na,2,100,100,91.18,90.61,99.57,0,node880,31,inferred,,0,28,36,59,90.839,48
m1a3-r04-s2,4683582,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.4,2,100,100,91.69,91.62,99.87,0,node858,72,env,,0,14,21,34,91.501,41
mx-add-r006-s2,4682880,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,2,100,100,93.34,93.28,99.7,0,node880,30,env,,0,34,38,42,93.131,4
h2A-l-plain_s2,4680696,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,90.55,90.34,99.73,0,node881,31,env,,0,15,27,67,90.25,62
m1a3-r02-s2,4683579,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.2,2,100,100,92.17,92.15,99.86,0,node886,30,env,,0,15,18,22,91.936,15
zsw-l-r1_s2,4681708,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,1,2,100,100,91.48,91.27,99.62,0,node887,31,env,,0,29,35,57,91.186,36
m1a3-r003-s2,4683573,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.03,2,100,100,92.41,91.86,98.27,0,node887,31,env,,0,18,20,23,92.058,5
dc-sg-a1e3-s3,4683420,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,3,100,100,92.76,91.89,98.92,0,node880,30,env,,0,17,20,23,92.369,4
mx-add-r006-s3,4682881,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,3,100,100,93.43,93.15,99.77,0,node885,31,env,,0,36,39,42,93.073,4
mx-add-r005-s3,4682876,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.05,3,100,100,93.3,92.94,99.62,0,node881,30,env,,0,36,39,43,92.892,4
dc-sg-a1e4-s3,4683421,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,3,100,100,92.91,92.6,99.56,0,node882,31,env,,0,25,26,29,92.573,2
mx-add-r004-s3,4682871,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.04,3,100,100,93.02,92.8,99.34,0,node886,31,env,,0,38,39,42,92.73,3
dc-sg-a1e3-s4,4683425,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,4,100,100,92.59,92.23,98.64,0,node882,31,env,,0,18,19,21,92.182,4
mx-add-r006-s4,4682882,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,4,100,100,93.4,93.34,99.78,0,node887,31,env,,0,35,39,45,93.219,5
dc-sg-a1e4-s4,4683426,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,4,100,100,93.05,92.85,99.38,0,node880,30,env,,0,23,27,29,92.785,2
mx-add-r004-s4,4682872,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.04,4,100,100,93.13,92.65,99.35,0,node883,31,env,,0,36,41,43,92.764,3
mx-add-r005-s4,4682877,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.05,4,100,100,93.27,93.06,99.62,0,node886,31,env,,0,37,40,45,93.015,4
n1-node-plain_s0,4681030,salehkaleybars,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,92.1,92.07,99.76,0,node885,40,env,,0,30,37,45,91.784,22
mx_sig_nodewise_s0,4682862,salehkaleybars,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,91.99,91.67,99.75,0,node882,41,env,,0,29,36,47,91.584,26
n1-node-L1p0_s0,4681031,salehkaleybars,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,1.0,na,0,100,100,92.52,92.14,97.6,0,node885,44,env,,0,49,60,67,92.056,12
v_nodewise,4679111,salehkaleybars,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,3,3,13.17,13.17,13.01,0,node851,3,inferred,,0,,,,,0
p3-node-L1p0,4681085,salehkaleybars,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,shrink,1.0,na,0,20,20,83.77,83.77,84.43,0,node887,9,env,,0,,,,65.876,0
n1-node-plain_s1,4681034,salehkaleybars,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,91.73,91.69,99.82,0,node881,40,env,,0,31,36,48,91.52,25
mx_sig_nodewise_s1,4682863,salehkaleybars,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,91.97,91.76,99.79,0,node881,41,env,,0,31,36,49,91.525,23
n1-node-L1p0_s1,4681035,salehkaleybars,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,1.0,na,1,100,100,92.7,92.42,97.69,0,node880,43,env,,0,50,57,70,92.085,11
nd-node-plain_s2,4681175,salehkaleybars,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,91.7,91.62,99.77,0,node851,86,env,,0,31,35,48,91.339,30
mx_sig_nodewise_s2,4682864,salehkaleybars,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,92.06,91.87,99.75,0,node883,41,env,,0,30,37,51,91.728,25
nd-node-plain_s3,4681176,salehkaleybars,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,3,100,100,92.05,91.53,99.83,0,node855,83,env,,0,30,39,50,91.658,22
nd-node-plain_s4,4681177,salehkaleybars,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,4,100,100,91.96,91.96,99.76,0,node855,83,env,,0,32,37,48,91.602,25
adg-b-r01_s0,4681164,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,0,100,100,92.01,91.35,99.37,0,node887,42,env,,0,32,41,48,91.611,19
a0L-blk6-1e4_s0,4680942,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,0,100,100,91.78,91.67,99.22,0,node887,42,env,,0,20,27,33,91.547,24
a0h-blk6-1e6_s0,4680886,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,91.76,91.76,99.07,0,node851,87,env,,0,29,35,42,91.39,24
a0L-blk6-1e3_s0,4680938,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,91.85,91.72,99.3,0,node886,42,env,,0,15,21,29,91.643,22
a0L-blk6-1e6_s0,4680946,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,91.73,91.58,99.09,0,node880,42,env,,0,29,38,41,91.433,26
h2-b-L0p1_s0,4680680,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,0,100,100,92.16,91.86,99.39,0,node886,42,env,,0,32,38,54,91.891,16
g1_sgdm_blk6_s0,4679154,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,100,100,91.59,91.5,99.07,0,node887,42,inferred,,0,31,35,41,91.345,24
g3_sgdmAdam_blk6_s0,4679439,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Adam,1e-3,1e-6,1,?,none,,na,na,0,100,100,90.89,90.61,99.02,0,node886,42,inferred,,0,15,20,39,90.671,76
h2-blk6_s0,4680781,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,0,100,100,92.17,91.86,99.41,0,node887,42,env,,0,32,41,53,91.77,23
sc-ResNet18-blk6-s0,4683087,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,91.69,91.31,99.04,0,node883,42,env,,0,30,35,44,91.305,36
adg-b-r003_s0,4681163,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,0,100,100,92.32,91.88,99.48,0,node885,42,env,,0,31,38,49,91.895,19
a0h-blk6-1e3_s0,4680882,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,91.83,91.69,99.22,0,node858,84,env,,0,14,21,26,91.634,23
a0h-blk6-1e4_s0,4680884,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,0,100,100,91.77,91.64,99.2,0,node858,85,env,,0,20,28,33,91.499,22
mx_sig_resnet18_blocks_s0,4682856,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,91.68,91.68,99.05,0,node868,43,env,,0,29,35,42,91.366,27
gate0d_blk6_s0,4653443,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,100,100,91.75,91.71,99.08,0,node851,85,inferred,,0,29,35,42,91.475,28
p3-blk6-L1p0,4681083,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,shrink,1.0,na,0,20,20,86.79,86.79,88.86,0,node887,8,env,,0,17,,,71.109,0
n1-blk6-L1p0_s0,4681032,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,1.0,na,0,100,100,92.15,91.54,99.36,0,node881,42,env,,0,31,38,48,91.81,20
a0L-blk6-1e6_s1,4680958,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,91.79,91.27,99.08,0,node882,42,env,,0,29,36,46,91.459,22
a0h-blk6-1e3_s1,4680883,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,91.7,91.66,99.22,0,node859,85,env,,0,16,23,31,91.492,27
a0L-blk6-1e3_s1,4680950,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,91.59,91.42,99.32,0,node887,42,env,,0,16,23,33,91.424,38
adg-b-r01_s1,4681168,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,1,100,100,91.91,91.88,99.45,0,node882,42,env,,0,29,40,47,91.627,19
h2-blk6_s1,4680786,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,1,100,100,92.12,91.79,99.4,0,node880,42,env,,0,30,40,50,91.753,22
gate0d_blk6_s1,4653444,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,1,100,100,91.51,91.14,99.05,0,node885,43,inferred,,0,31,37,45,91.29,28
sc-ResNet18-blk6-s1,4683091,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,91.88,91.68,99.08,0,node886,42,env,,0,29,37,41,91.533,23
g1_sgdm_blk6_s1,4679155,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,1,100,100,91.54,91.28,99.01,0,node887,42,inferred,,0,29,37,43,91.35,25
g3_sgdmAdam_blk6_s1,4679440,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Adam,1e-3,1e-6,1,?,none,,na,na,1,100,100,90.8,90.72,99.08,0,node885,41,inferred,,0,16,21,47,90.568,70
adg-b-r003_s1,4681167,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,1,100,100,92.29,92.28,99.5,0,node881,42,env,,0,30,40,50,91.892,18
n1-blk6-L1p0_s1,4681036,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,1.0,na,1,100,100,92.13,91.71,99.4,0,node880,41,env,,0,30,40,50,91.74,19
mx_sig_resnet18_blocks_s1,4682857,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,91.62,91.11,99.07,0,node886,42,env,,0,30,36,43,91.406,29
a0L-blk6-1e4_s1,4680954,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,1,100,100,91.56,91.27,99.28,0,node885,42,env,,0,20,28,35,91.374,36
h2-b-L0p1_s1,4680687,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,1,100,100,92.21,91.81,99.4,0,node886,42,env,,0,30,40,50,91.793,18
a0h-blk6-1e4_s1,4680885,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,1,100,100,91.66,91.62,99.24,0,node851,86,env,,0,21,28,37,91.453,26
h2-b-L0p1_s2,4680694,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,2,100,100,91.99,91.54,99.36,0,node886,42,env,,0,31,39,56,91.564,22
adg-b-r003_s2,4681171,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,2,100,100,91.94,91.94,99.44,0,node887,42,env,,0,32,40,51,91.508,23
adg-b-r01_s2,4681172,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,2,100,100,91.91,91.91,99.43,0,node880,42,env,,0,32,39,49,91.556,20
mx_sig_resnet18_blocks_s2,4682858,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,91.39,91.29,99.16,0,node887,42,env,,0,30,38,45,91.089,40
gate0d_blk6_s2,4653445,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,2,100,100,91.34,91.34,99.13,0,node885,42,inferred,,0,30,36,45,91.025,48
h2-blk6_s2,4680791,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,2,100,100,91.81,91.78,99.29,0,node881,42,env,,0,32,41,55,91.494,24
g1_sgdm_blk6_s2,4679156,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,2,100,100,91.55,91.45,99.09,0,node887,42,inferred,,0,30,36,45,91.341,28
g3_sgdmAdam_blk6_s2,4679441,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Adam,1e-3,1e-6,1,?,none,,na,na,2,100,100,90.75,90.54,99.13,0,node885,42,inferred,,0,16,21,56,90.483,72
sc-ResNet18-blk6-s2,4683095,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,91.57,91.44,99.15,0,node881,42,env,,0,30,36,44,91.332,26
gate0d_scal_s0,4653440,salehkaleybars,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,100,100,88.15,88.15,93.71,0,node851,91,inferred,,0,39,92,,87.775,0
v_inert,4679109,salehkaleybars,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,5,5,13.75,13.75,13.67,0,node851,5,inferred,,0,,,,,0
a0h-scal-1e4_s0,4680812,salehkaleybars,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,0,100,100,88.24,87.95,94.18,0,node858,93,env,,0,28,66,,88.039,0
e300-scal_s0,4680994,salehkaleybars,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,300,300,88.43,88.2,95.24,0,node881,126,env,,0,24,85,,88.203,0
a0L-scal-1e4_s0,4680941,salehkaleybars,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,0,100,100,87.96,87.69,93.77,0,node887,42,env,,0,27,,,87.726,0
mx_sig_scalar_s0,4682853,salehkaleybars,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,87.74,87.67,93.5,0,node868,44,env,,0,39,,,87.526,0
det_off,4679320,salehkaleybars,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,5,5,13.75,13.75,13.66,0,node886,2,inferred,,0,,,,,0
zm0-ref-scalar,4682707,salehkaleybars,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,20,20,71.39,71.39,70.68,0,node855,19,env,,0,,,,32.588,0
a0L-scal-1e3_s0,4680937,salehkaleybars,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,88.21,88.02,94.03,0,node885,42,env,,0,24,66,,87.891,0
a0L-scal-1e6_s0,4680945,salehkaleybars,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,87.95,87.64,93.74,0,node881,42,env,,0,39,,,87.724,0
g3_sgdmAdam_scal_s0,4679436,salehkaleybars,ResNet18,CIFAR10,100,scalar,SGDm,Adam,1e-3,1e-6,1,?,none,,na,na,0,100,100,88.45,87.97,94.12,0,node880,42,inferred,,0,24,55,,88.136,0
v2_off,4679121,salehkaleybars,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,5,5,13.75,13.75,13.67,0,node851,4,inferred,,0,,,,,0
det_a,4679318,salehkaleybars,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,5,5,13.74,13.74,13.67,0,node886,2,inferred,,0,,,,,0
g1_sgdm_scal_s0,4679151,salehkaleybars,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,100,100,88.27,88.0,93.57,0,node886,42,inferred,,0,39,82,,87.908,0
a0h-scal-1e6_s0,4680821,salehkaleybars,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,88.07,87.58,93.56,0,node859,91,env,,0,39,91,,87.808,0
sc-ResNet18-scal-s0,4683086,salehkaleybars,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,88.36,88.09,93.57,0,node885,42,env,,0,39,84,,88.017,0
det_b,4679319,salehkaleybars,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,5,5,13.74,13.74,13.68,0,node886,2,inferred,,0,,,,,0
a0h-scal-1e3_s0,4680809,salehkaleybars,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,88.28,87.98,93.87,0,node851,91,env,,0,24,65,,87.951,0
p3-scal,4681082,salehkaleybars,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,84.16,84.16,86.15,0,node887,8,env,,0,,,,71.943,0
zv-ref-scalar,4681110,salehkaleybars,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,4,4,13.5,13.5,13.47,0,node885,1,env,,0,,,,,0
d2_inert,4679311,salehkaleybars,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,5,5,13.73,13.73,13.68,0,node886,2,inferred,,0,,,,,0
